item_code,item_name,uom,item_group,description
NT230082,Dung dịch khử khuẩn mức độ cao Cidex OPA,Ml,Vật tư tiêu hao,Hãng SX: Johnson & Johnson
NT230146,Dung dịch khử khuẩn mức độ cao Cidex OPA,Thùng,Vật tư tiêu hao,Hãng SX: Systagenix Wound Management Limited/Anh
NT0254,"Dung dịch khử khuẩn mức độ cao Cidex OPA, can 3,78 lít",Lít,Vật tư tiêu hao,Hãng SX: UK
VT230097,"Dung dịch khử khuẩn mức độ cao ortho-Phthalaldehyde CIDEX OPA 3,78L",Thùng,Vật tư tiêu hao,Hãng SX: Systagenix Wound Management Limited/Anh
VT210170,Dung dịch khử khuẩn mức độ cao Steranios 2%,Ml,Vật tư tiêu hao,Hãng SX: Anios/Pháp
VT210023,Dung dịch khử khuẩn mức độ cao Steranios 2%,Ml,Vật tư tiêu hao,Hãng SX: Anios/Pháp
NT0202,Dung dịch khử khuẩn mức độ cao Steranios 2%,Lít,Vật tư tiêu hao,Hãng SX: Anios
NT230084,Dung dịch khử khuẩn mức độ cao Steranios 2%,Ml,Vật tư tiêu hao,Hãng SX: Anios
TH0187,Dung dịch khử khuẩn mức độ cao Steranios 2%,Lít,Vật tư tiêu hao,Hãng SX: Pháp
NT230132,Dung dịch khử khuẩn mức độ cao STERANIOS 2%,Ml,Vật tư tiêu hao,Hãng SX: Anios/Pháp
TH0036,Dung dịch khử khuẩn nhanh bề mặt và dụng cụ y tế ( ASI - SPRAY),Chai,Vật tư tiêu hao,Hãng SX: Việt Nam
NT230096,Dung dịch khử khuẩn STERANIOS 2%,Ml,Vật tư tiêu hao,Hãng SX: Anios/Pháp
NT0203,Dung dịch khử nhanh bề mặt và dụng cụ y tế ( Asipray),Chai,Vật tư tiêu hao,Hãng SX: Việt Nam
VT095,"Dung dịch khử trùng dụng cụ (Dung dịch khử khuẩn mức độ cao, tiệt trùng lạnh) (ALKACIDE)",Lít,Vật tư tiêu hao,Hãng SX: Alkapharm/Pháp
VT0089,"Dung dịch khử trùng dụng cụ (Dung dịch khử khuẩn mức độ cao, tiệt trùng lạnh) (ALKACIDE)",Lít,Vật tư tiêu hao,Hãng SX: Alkapharm/Pháp
VT096,"Dung dịch ngâm tẩy rửa và khử nhiễm dụng cụ y tế Protease ezyme, didecyl dimethylamonium chLọride. (alkazyme)",Chai,Vật tư tiêu hao,Hãng SX: Alkapharm/Pháp
VT0090,"Dung dịch ngâm tẩy rửa và khử nhiễm dụng cụ y tế Protease ezyme, didecyl dimethylamonium chLọride. (alkazyme)",Chai,Vật tư tiêu hao,Hãng SX: Alkapharm/Pháp
VT0091,Dung dịch phun khử khuẩn bề mặt và dụng cụ y tế (ASI-SPRAY),Chai,Vật tư tiêu hao,Hãng SX: Asimec/Việt Nam
VT097,Dung dịch phun khử khuẩn bề mặt và dụng cụ y tế (ASI-SPRAY),Chai,Vật tư tiêu hao,Hãng SX: Asimec/Việt Nam
VT210019,Dung dịch phun khử nhanh bề mặt và dụng cụ y tế ASI-SPRAY,Ml,Vật tư tiêu hao,Hãng SX: Asimec/Việt Nam
VT389,"Dung dịch phun sương khử khuẩn Anios Special DJPSF ,Can/5 lít",Thùng,Vật tư tiêu hao,Hãng SX: France
NT0048,Dung dịch phun sương khử trùng bề mặt Aseptanios Terminal HPH 5L,Thùng,Vật tư tiêu hao,Hãng SX: Pháp
2020HC79,Dung dịch rửa Cleanac,Thùng,Hóa chất,
2021HC148,Dung dịch rửa Cleanac,Thùng,Hóa chất,
VT0315,Dung dịch rửa máy điện giải (Cleanning solution),Lọ,Vật tư tiêu hao,Hãng SX: Khac
VT230136,Dung dịch rửa tay phẫu thuật ALFASEPT CLEANSER PLUS,Ml,Vật tư tiêu hao,Hãng SX: Công ty cổ phần công nghệ Lavitec - Việt Nam
NT0042,"Dung dịch rửa tay sát khuẩn trong phẫu thuật, rửa tay thường quy: ALPHASEPT CLEANSER 2",Lít,Vật tư tiêu hao,Hãng SX: Việt Nam
VT210020,Dung dịch rửa tay thủ thuật Dermanios scrub chLọrhexidine 4%,Ml,Vật tư tiêu hao,Hãng SX: Pháp
TH0188,Dung dịch sát khuẩn dụng cụ (Cidezyme),Lít,Vật tư tiêu hao,Hãng SX: Johnson & Johnson/Mỹ
VT100,Dung dịch sát khuẩn dụng cụ y tế (Alkacide),Chai,Vật tư tiêu hao,Hãng SX: Alkapharm/Pháp
VT0094,Dung dịch sát khuẩn dụng cụ y tế (Alkacide),Chai,Vật tư tiêu hao,Hãng SX: Alkapharm/Pháp
VT101,Dung dịch sát khuẩn ngoài da ChLọhexidine Glucolate 2% ( Microshield 2 ChLọhexidine skin cleanser),Lọ,Vật tư tiêu hao,Hãng SX: Tân Hương/Việt Nam
VT0095,Dung dịch sát khuẩn ngoài da ChLọhexidine Glucolate 2% ( Microshield 2 ChLọhexidine skin cleanser),Lọ,Vật tư tiêu hao,Hãng SX: Tân Hương/Việt Nam
VT250004,"Dung dịch sát khuẩn nhanh, mức độ cao, tiệt trùng lạnh hoạt chất 0,55% ortho - Phthalaldehyde",Ml,Vật tư tiêu hao,Hãng SX: Systagenix Wound Management Limited/Anh - Anh
NT0086,"Dung dịch sát khuẩn tay Anios gel hồng, chai 500ml",Chai,Vật tư tiêu hao,Hãng SX: Anios
VT0096,Dung dịch sát khuẩn tay nhanh,Lọ,Vật tư tiêu hao,Hãng SX: Asimec/Việt Nam
VT102,Dung dịch sát khuẩn tay nhanh,Lọ,Vật tư tiêu hao,Hãng SX: Asimec/Việt Nam
VT260027,Dung dịch sát khuẩn tay nhanh,Chai,Vật tư tiêu hao,Hãng SX: Tân Hương | Nước SX: Việt Nam
NT0041,Dung dịch sát khuẩn tay nhanh ( dạng gel): Alfasept Handgel. Chai 500ml,Lít,Vật tư tiêu hao,Hãng SX: Việt Nam
NT0066,"Dung dịch sát khuẩn tay nhanh ( dạng gel); ALFASEPT CLEANSER, chai 500ml",Lít,Vật tư tiêu hao,Hãng SX: Việt Nam
NT0265,Dung dịch sát khuẩn tay nhanh ALFASEPT HANDGEL,Lít,Vật tư tiêu hao,Hãng SX: Việt Nam
NT210111,Dung dịch sát khuẩn tay nhanh ALFASEPT HANDGEL,Lít,Vật tư tiêu hao,Hãng SX: Lavitec/Việt Nam
NT210042,Dung dịch sát khuẩn tay nhanh ALFASEPT HANDRUB,Lít,Vật tư tiêu hao,Hãng SX: Lavitec/Việt Nam
VT210024,Dung dịch sát khuẩn tay nhanh ASIRUB,Ml,Vật tư tiêu hao,Hãng SX: Việt Nam
TH0038,Dung dịch sát khuẩn tay nhanh ASIRUB 500ml,Lọ,Vật tư tiêu hao,Hãng SX: Việt Nam
VT0093,Dung dịch sát khuẩn tay và tắm sát khuẩn 2% ChLọrhexidine Digluconate (ASI-KILL WASH - ChLọhexidine Gluxolate 2%),Lọ,Vật tư tiêu hao,Hãng SX: Asimec/Việt Nam
VT099,Dung dịch sát khuẩn tay và tắm sát khuẩn 2% ChLọrhexidine Digluconate (ASI-KILL WASH - ChLọhexidine Gluxolate 2%),Lọ,Vật tư tiêu hao,Hãng SX: Asimec/Việt Nam
VT103,Dung dịch sát trùng ống tủy (camphenol),Lọ,Vật tư tiêu hao,Hãng SX: Prevest DenPro/Ấn Độ
VT0097,Dung dịch sát trùng ống tủy (camphenol),Lọ,Vật tư tiêu hao,Hãng SX: Prevest DenPro/Ấn Độ
NT230095,Dung dịch tẩy rửa bề mặt dụng cụ 2258 Cidezyme enzymatic detergent,Ml,Vật tư tiêu hao,"Hãng SX: Weimann product,LLC/Mỹ"
VT210172,Dung dịch tẩy rửa bề mặt dụng cụ 2258 Cidezyme enzymatic detergent,Ml,Vật tư tiêu hao,Hãng SX: Mỹ
VT250014,Dung dịch tẩy rửa bề mặt dụng cụ 2258 Cidezyme enzymatic detergent,Ml,Vật tư tiêu hao,Hãng SX: PurposeBuilt Brands | Nước SX: Mỹ
VT210021,Dung dịch tẩy rửa bề mặt dụng cụ 2258 Cidezyme enzymatic detergent,Ml,Vật tư tiêu hao,Hãng SX: Mỹ
NT230131,Dung dịch tẩy rửa bề mặt dụng cụ Cidezyme,Ml,Vật tư tiêu hao,"Hãng SX: Weimann product,LLC/Mỹ"
VT230095,"Dung dịch tẩy rửa dụng cụ y tế enzyme CIDEZYME,1 LítER",Lít,Vật tư tiêu hao,Hãng SX: PurposseBuilt Brand
PL019,Đường phèn,Gam,Vật tư tiêu hao,
SX086,Đường phèn,Gam,Vật tư tiêu hao,
HC0176,Ecotergent c501/c502,Hộp,Hóa chất,
HC18121,Ecotergent c501/c502,Hộp,Hóa chất,
KN2020HC03,EE Borth Mossel,Chai,Hóa chất,
HC18048,"Elec Anti-HBc II, 100 tests",test,Hóa chất,
HC18046,"Elec Anti-HBs II, 100 tests",test,Hóa chất,
HC0115,ELEC FSH CALSET II,Hộp,Hóa chất,
HC18061,ELEC FSH CALSET II,Hộp,Hóa chất,
HC0068,Elec PreciControl Troponin,Hộp,Hóa chất,
HC18015,Elec PreciControl Troponin,Hộp,Hóa chất,
HC0055,ELEC TSH CALSET,Hộp,Hóa chất,
HC18002,ELEC TSH CALSET,Hộp,Hóa chất,
HC0128,ELECSYS DILUENT MULTI ASSAY,Hộp,Hóa chất,
HC18074,ELECSYS DILUENT MULTI ASSAY,Hộp,Hóa chất,
HC0066,Elecsys hs TnT (200 tests),test,Hóa chất,
HC18013,Elecsys hs TnT (200 tests),test,Hóa chất,
HC18014,Elecsys hs TnT Calset,Hộp,Hóa chất,
HC0067,Elecsys hs TnT Calset,Hộp,Hóa chất,
HC18057,Elecsys PreciControl®HIV,Hộp,Hóa chất,
HC0111,Elecsys PreciControl®HIV,Hộp,Hóa chất,
HC18066,ELECSYS PROLACTIN GEN,test,Hóa chất,
HC0120,ELECSYS PROLACTIN GEN,test,Hóa chất,
NT240005,"Eppendorf 1,5ml",Cái,Vật tư tiêu hao,Hãng SX: ZMC - TQ
HC0117,Estradiol G3 CS Elecsys,Hộp,Hóa chất,
HC18063,Estradiol G3 CS Elecsys,Hộp,Hóa chất,
HC18062,Estradiol G3 Elecsys e 100,test,Hóa chất,
HC0116,Estradiol G3 Elecsys e100,test,Hóa chất,
HC0158,"ETOH 100T COBASC, INTE",test,Hóa chất,
HC18104,"ETOH 100T COBASC, INTE",test,Hóa chất,
2021HC27,extendSURE HbA1c Liquid Controls,Hộp,Hóa chất,
2020HC34,extendSURE HbA1c Liquid Controls,Hộp,Hóa chất,
HC18037,FERRI RP GEN2 ELEC,test,Hóa chất,
HC0090,FERRI RP GEN2 ELEC,test,Hóa chất,
HC18181,Ferritin,Hộp,Hóa chất,
HC0039,Ferritin,Hộp,Hóa chất,
2020HC52,Ferritin,Hộp,Hóa chất,
2021HC45,Ferritin,Hộp,Hóa chất,
HC18038,FERRITIN CALSET,Hộp,Hóa chất,
HC0091,FERRITIN CALSET,Hộp,Hóa chất,
HC18035,FREE PSA CS GEN.2,Hộp,Hóa chất,
HC0088,FREE PSA CS GEN.2,Hộp,Hóa chất,
HC18034,FREE PSA GEN.2,test,Hóa chất,
HC0087,FREE PSA GEN.2,test,Hóa chất,
HC18060,"FSH ELECSYS,COBAS E",test,Hóa chất,
HC0114,"FSH ELECSYS,COBAS E",test,Hóa chất,
HC0058,FT3 G3 cobas e 200T,test,Hóa chất,
HC18005,FT3 G3 cobas e 200T,test,Hóa chất,
HC0059,FT3 G3 CS Elecsys,Hộp,Hóa chất,
HC18006,FT3 G3 CS Elecsys,Hộp,Hóa chất,
HC0060,FT4 G2 cobas e 200T,test,Hóa chất,
HC18007,FT4 G2 cobas e 200T,test,Hóa chất,
HC18008,FT4 G2 CS Elecsys,Hộp,Hóa chất,
HC0061,FT4 G2 CS Elecsys,Hộp,Hóa chất,
NT260001,"Fuchsin Carbon, 500ml/ Vn",Chai,Vật tư tiêu hao,Hãng SX: Việt Nam | Nước SX: Việt Nam
VT104,Gạc berberin 1% (các cỡ),Miếng,Vật tư tiêu hao,Hãng SX: Việt Nam
VT0098,Gạc berberin 1% (các cỡ),Miếng,Vật tư tiêu hao,Hãng SX: Việt Nam
VT230138,Gạc củ ấu,Miếng,Vật tư tiêu hao,Hãng SX: Công ty cổ phần Châu Ngọc Thạch
VT250020,Gạc củ ấu sản khoa,Cái,Vật tư tiêu hao,Hãng SX: Công ty TNHH Đầu tư và Thương mại An Lành | Nước SX: Việt Nam
VT210025,Gạc củ ấu sản khoa,Miếng,Vật tư tiêu hao,Hãng SX: Memco/Việt Nam
VT105,Gạc củ ấu sản khoa,Miếng,Vật tư tiêu hao,Hãng SX: Bảo Thạch/Việt Nam
VT0099,Gạc củ ấu sản khoa,Miếng,Vật tư tiêu hao,Hãng SX: Bảo Thạch/Việt Nam
TH0246,Gạc củ ấu sản khoa Bảo Thạch,Miếng,Vật tư tiêu hao,Hãng SX: Việt Nam
VT230009,Gạc hút y tế,Mét,Vật tư tiêu hao,Hãng SX: Công ty TNHH Vật tư y tế Lộc Luyến - Việt Nam
NT260018,"Gạc hút y tế (khổ 0,8m)",Mét,Vật tư tiêu hao,Hãng SX: An Lành | Nước SX: Việt Nam
VT260071,Gạc mét,Mét,Vật tư tiêu hao,Hãng SX: An Lành/ Việt Nam | Nước SX: Việt Nam
TH0216,"Gạc mét ( 0,8m x 100m)",Mét,Vật tư tiêu hao,Hãng SX: Việt Nam
VT210026,Gạc mét khổ 0.8mx100m,Mét,Vật tư tiêu hao,Hãng SX: An Lành/Việt Nam
VT210174,Gạc mét khổ 0.8x100m,Mét,Vật tư tiêu hao,Hãng SX: An Lành/Việt Nam
VT106,Gạc mét khổ rộng 80cm,Mét,Vật tư tiêu hao,Hãng SX: Bạch Tuyết/Việt Nam
VT0100,Gạc mét khổ rộng 80cm,Mét,Vật tư tiêu hao,Hãng SX: Bạch Tuyết/Việt Nam
NT260009,Gạc phẫu thuật,Miếng,Vật tư tiêu hao,Hãng SX: An Lành | Nước SX: Việt Nam
NT260025,Gạc phẫu thuật 10cmx 10cmx 12 lớp tiệt trùng,Miếng,Vật tư tiêu hao,Hãng SX: An Lành | Nước SX: Việt Nam
VT0019,Gạc phẫu thuật 10cmx10cmx12 lớp tiệt trùng,Miếng,Vật tư tiêu hao,Hãng SX: Công ty TNHH thiết bị y tế Damedco
VT230008,Gạc phẫu thuật 10cmx10cmx12 lớp tiệt trùng,Miếng,Vật tư tiêu hao,Hãng SX: Công ty TNHH thiết bị y tế Damedco
TH0219,Gạc phẫu thuật 6cm x 10cm x 12 lớp,Miếng,Vật tư tiêu hao,Hãng SX: Memco/Việt Nam
VT0020,Gạc phẫu thuật 8cmx10cmx12 lớp tiệt trùng,Miếng,Vật tư tiêu hao,Hãng SX: Công ty TNHH thiết bị y tế Damedco
VT230035,Gạc phẫu thuật 8cmx10cmx12 lớp tiệt trùng,Miếng,Vật tư tiêu hao,Hãng SX: Công ty TNHH thiết bị y tế Damedco
VT210161,Gạc phẫu thuật tiệt trùng (10cmx10cmx12 lớp),Miếng,Vật tư tiêu hao,Hãng SX: Memco/Việt Nam
VT210027,Gạc phẫu thuật tiệt trùng (10cmx10cmx12 lớp),Miếng,Vật tư tiêu hao,Hãng SX: Memco/Việt Nam
VT108,Gạc vaselin (các cỡ),Miếng,Vật tư tiêu hao,Hãng SX: Mi Lọ Pha - Việt Nam
VT0102,Gạc vaselin (các cỡ),Miếng,Vật tư tiêu hao,Hãng SX: Mi Lọ Pha/Việt Nam
VT0101,Gạc y tế tiệt trùng 8cm x 10cm x 12 lớp,Miếng,Vật tư tiêu hao,Hãng SX: Bảo Thạch/Việt Nam
VT107,Gạc y tế tiệt trùng 8cm x 10cm x 12 lớp,Miếng,Vật tư tiêu hao,Hãng SX: Bảo Thạch/Việt Nam
VT0103,Gạc y tế tiệt trùng cỡ 20cm x 20cm,Gói,Vật tư tiêu hao,Hãng SX: Bảo Thạch/Việt Nam
VT109,Gạc y tế tiệt trùng cỡ 20cm x 20cm,Gói,Vật tư tiêu hao,Hãng SX: Bảo Thạch/Việt Nam
VT210162,Gạc y tế tiệt trùng(8cmx10cmx12 lớp),Miếng,Vật tư tiêu hao,Hãng SX: Memco/Việt Nam
VT210158,Găng kiểm tra,Đôi,Vật tư tiêu hao,Hãng SX: Merufa
TH0026,Găng kiểm tra,Đôi,Vật tư tiêu hao,Hãng SX: Merufa
VT210031,Găng kiểm tra,Đôi,Vật tư tiêu hao,Hãng SX: Merufa
NT230145,Găng phẫu thuật,Đôi,Vật tư tiêu hao,Hãng SX: Merufa
NT240019,Găng phẫu thuật tiệt trùng,Đôi,Vật tư tiêu hao,Hãng SX: Merufa
NT210024,Găng tay cao su Lọại dài size L,Đôi,Vật tư tiêu hao,Hãng SX: Việt Nam
NT0155,Găng tay cao su y tế,Đôi,Vật tư tiêu hao,Hãng SX: Malaysia
VT230098,Găng tay cao su y tế,Đôi,Vật tư tiêu hao,Hãng SX: Sri Trang - thái lan
VT0104,Găng tay cao su y tế các cỡ,Đôi,Vật tư tiêu hao,Hãng SX: Topcare/Malaysia
VT110,Găng tay cao su y tế các cỡ,Đôi,Vật tư tiêu hao,Hãng SX: Topcare /Malaysia
VT210030,Găng tay cao su y tế các cỡ ( có bột),Đôi,Vật tư tiêu hao,Hãng SX: Sri Trang
VT210146,Găng tay cao su y tế các cỡ (có bột),Đôi,Vật tư tiêu hao,Hãng SX: Sri Trang
NT230171,Găng tay cao su y tế có bột Sri Trang,Đôi,Vật tư tiêu hao,Hãng SX: Sri Trang
TH0025,Găng tay cao su y tế Medtex Normal,Đôi,Vật tư tiêu hao,Hãng SX: TOPGLọVE
NT0229,Găng tay cao su y tế Merufa,Đôi,Vật tư tiêu hao,Hãng SX: Việt Nam
NT0308,Găng tay không bột (VgLọve/Việt Nam),Đôi,Vật tư tiêu hao,Hãng SX: Việt Nam
NT230129,Găng tay kiểm tra,Đôi,Vật tư tiêu hao,Hãng SX: Sri Trang
NT230114,Găng tay kiểm tra,Đôi,Vật tư tiêu hao,Hãng SX: Sri Trang
VT260058,"Găng tay latex phẫu thuật tiệt trùng, có bột các số",Đôi,Vật tư tiêu hao,Hãng SX: Công ty CP Merufa/ Việt Nam | Nước SX: Việt Nam
VT210169,Găng tay phẫu thuật,Đôi,Vật tư tiêu hao,Hãng SX: Merufa
TH0212,Găng tay phẫu thuật,Đôi,Vật tư tiêu hao,Hãng SX: Merufa
VT210032,Găng tay phẫu thuật,Đôi,Vật tư tiêu hao,Hãng SX: Merufa
VT250024,Găng tay phẫu thuật,Đôi,Vật tư tiêu hao,Hãng SX: Công ty cổ phần Merufa | Nước SX: Việt Nam
VT111,"Găng tay phẫu thuật số 7-7,5",Đôi,Vật tư tiêu hao,Hãng SX: Cimax/ Malaysia
VT0105,"Găng tay phẫu thuật số 7-7,5",Đôi,Vật tư tiêu hao,Hãng SX: Cimax/Malaysia
NT210070,Găng tay phẫu thuật tiệt trùng,Đôi,Vật tư tiêu hao,Hãng SX: Việt Nam
VT210033,Găng tay phẫu thuật tiệt trùng các cỡ,Đôi,Vật tư tiêu hao,Hãng SX: TOPGLọVE
VT305,Găng tay thường,Đôi,Vật tư tiêu hao,Hãng SX: Khac
NT0165,"Găng tay VGLọve ( Công ty cổ phần VRG Khải Hoàn/ Việt Nam), 50 đôi/hộp",Đôi,Vật tư tiêu hao,Hãng SX: Việt Nam
NT0294,Găng tay vô khuẩn,Đôi,Vật tư tiêu hao,Hãng SX: Malaysia
NT0241,Găng tay y tế tiệt trùng,Đôi,Vật tư tiêu hao,Hãng SX: Malaysia
NT0043,Găng tay y tế tiệt trùng,Đôi,Vật tư tiêu hao,Hãng SX: Merufa
NT0075,Găng tay y tế Topcare GLọve,Đôi,Vật tư tiêu hao,Hãng SX: Malaysia
VT369,Gel anios 500ml(Dermanios scrub chLọrhexidine 4%),Chai,Vật tư tiêu hao,Hãng SX: Pháp
NT240053,Gel bôi trơn,Tuýp,Vật tư tiêu hao,Hãng SX: Merufa
VT210083,Gel bôi trơn,Tuýp,Vật tư tiêu hao,Hãng SX: Turkuaz/Thổ Nhĩ Kỳ
VT230077,Gel bôi trơn,Tuýp,Vật tư tiêu hao,"Hãng SX: Turkuaz Medical,Kozmetik ve Distic.Ltd Sti;Thổ Nhĩ Kỳ"
VT0106,Gel bôi trơn K-Y,Tuýp,Vật tư tiêu hao,Hãng SX: Johnson and Johnson/Pháp
VT112,Gel bôi trơn K-Y,Tuýp,Vật tư tiêu hao,Hãng SX: Johnson and Johnson/ Pháp
TH0011,Gel bôi trơn K - Y tuýp 82g,Tuýp,Vật tư tiêu hao,Hãng SX: Johnson & Johnson
TH0224,Gel bôi trơn K - Y Tuýp 82g,Tuýp,Vật tư tiêu hao,Hãng SX: Johnson and Johnson/ Pháp
VT250005,Gel bôi trơn tiệt trùng,Tup,Vật tư tiêu hao,Hãng SX: TURKUAZ SAGLIK HIZMETLERI MEDICAL TEMIZLIK KIMYASAL URUNLER - thổ nhĩ kỳ
NT25001,Gel điện tim,Tuýp,Vật tư tiêu hao,Hãng SX: Namsheng | Nước SX: trung quốc
VT250006,Gel điện tim,Tup,Vật tư tiêu hao,Hãng SX: TURKUAZ SAGLIK HIZMETLERI MEDICAL TEMIZLIK KIMYASAL URUNLER - thổ nhĩ kỳ
TH0217,Gel điện tim,Tuýp,Vật tư tiêu hao,Hãng SX: Việt Nam
VT230048,Gel điện tim,Tuýp,Vật tư tiêu hao,"Hãng SX: Turkuaz Medical,Kozmetik ve Distic.Ltd Sti;Thổ Nhĩ Kỳ"
NT0244,Gel điện tim,Tuýp,Vật tư tiêu hao,Hãng SX: Việt Nam
NT210102,Gel điện tim 250ml,Tuýp,Vật tư tiêu hao,Hãng SX: An Phú/Việt Nam
NT0015,Gel rửa tay khô Handwash gel,Lít,Vật tư tiêu hao,Hãng SX: Việt Nam
VT250015,Gel sát khuẩn tay dùng trong gia dụng và y tế ALFASEPT PURE GEL,Ml,Vật tư tiêu hao,Hãng SX: Công ty cổ phần công nghệ Lavitec | Nước SX: Việt Nam
VT098,Gel sát khuẩn tay nhanh (ASI_HANDGEL),Lọ,Vật tư tiêu hao,Hãng SX: Asimec/Việt Nam
VT0092,Gel sát khuẩn tay nhanh (ASI_HANDGEL),Lọ,Vật tư tiêu hao,Hãng SX: Asimec/Việt Nam
VT210034,Gel sát khuẩn tay nhanh ASI HANDGEL,Ml,Vật tư tiêu hao,Hãng SX: Việt Nam
TH0037,Gel sát khuẩn tay nhanh ASI HANDGEL 500ml,Chai,Vật tư tiêu hao,Hãng SX: Việt Nam
VT0107,Gel siêu âm,Thùng,Vật tư tiêu hao,Hãng SX: StarcLọc/Việt nam
VT210175,Gel siêu âm,Ml,Vật tư tiêu hao,Hãng SX: Merufa
HD020013,Gel siêu âm,Ml,Vật tư tiêu hao,Hãng SX: Canada | Nước SX: Canada
VT230049,Gel siêu âm,Thùng,Vật tư tiêu hao,"Hãng SX: Turkuaz Medical,Kozmetik ve Distic.Ltd Sti;Thổ Nhĩ Kỳ - thổ nhĩ kỳ"
VT210035,Gel siêu âm,Ml,Vật tư tiêu hao,Hãng SX: Merufa
VT250065,Gel siêu âm,Ml,Vật tư tiêu hao,Hãng SX: Turkuaz | Nước SX: Thổ Nhĩ Kỳ
VT0311,Gel siêu âm,Lít,Vật tư tiêu hao,Hãng SX: Khac
VT113,Gel siêu âm,Thùng,Vật tư tiêu hao,Hãng SX: StarcLọc – Hàn quốc/SX tại Việt nam
TH0027,Gel siêu âm,Lít,Vật tư tiêu hao,Hãng SX: Merufa
NT220122,Gel siêu âm - Canada,Thung,Vật tư tiêu hao,"Hãng SX: National Thẻrapy Products, Inc-Canada"
NT230052,Gel siêu âm Wavelength-Can/5l,Ml,Vật tư tiêu hao,"Hãng SX: National Thẻrapy Products, Inc-Canada"
NT260002,"Gential Violet, 500ml/ Vn",Chai,Vật tư tiêu hao,Hãng SX: Việt Nam | Nước SX: Việt Nam
HC18157,GGT,Hộp,Hóa chất,
2020HC30,GGT,Hộp,Hóa chất,
HC0017,GGT,Hộp,Hóa chất,
2021HC23,GGT,Hộp,Hóa chất,
HC0153,GGT G2-400T COBAS C/INTEGRA,test,Hóa chất,
TBYT011,Ghế đẩy xoay Inox 201 Lọại 201 Lọại 4 chân VN,Chiếc,Thiết bị y tế,Hãng SX: Việt Nam
NT230188,Ghế xoay,Cái,Dụng cụ y tế,Hãng SX: Hải Hà
NT220005,Ghế xoay Inox 201,Chiếc,Dụng cụ y tế,Hãng SX: Việt Nam
NT230108,Ghế xoay Inox 201(3 chân),Chiếc,Thiết bị y tế,Hãng SX: 3A/Việt Nam
NT210074,Giá đỡ cassette lưu động inox 201,Cái,Dụng cụ y tế,Hãng SX: Việt Nam
NT0099,Giá đựng ống nghiệm inox 304 50 lỗ KT16/18mm,Chiếc,Dụng cụ y tế,Hãng SX: Việt Nam
NT0228,"Giá treo Micropipette, Lọại dạng tròn Dlab",Chiếc,Dụng cụ y tế,Hãng SX: Trung Quốc
VT230140,Giấy bản cỡ 40 cm x 30 cm / 30 cm x30 cm,Túi,Vật tư tiêu hao,Hãng SX: New oceam/Việt nam - Việt Nam
VT0108,Giấy bản cỡ 40cm x 25cm,Kg,Vật tư tiêu hao,Hãng SX: Demi/Việt Nam
VT114,Giấy bản cỡ 40cm x 25cm,Kg,Vật tư tiêu hao,Hãng SX: Demi/Việt Nam
VT210128,Giấy bản cỡ 40cmx30cm/30cmx30cm,Túi,Vật tư tiêu hao,Hãng SX: Bích Thảo/Việt Nam
TH0240,Giấy đánh chất hàn GC MIXING PADS & GC FUJI SPATULA,TỜ,Vật tư tiêu hao,Hãng SX: Nhật Bản
NT220113,Giấy điện tim 6 cần,Tap,Vật tư tiêu hao,Hãng SX: Telepaper/ Malaysia
VT210165,Giấy điện tim 6 cần,Tap,Vật tư tiêu hao,Hãng SX: Malaysia
VT210036,Giấy điện tim 6 cần,Tap,Vật tư tiêu hao,Hãng SX: Malaysia
TH0024,Giấy điện tim 6 cần,Tap,Vật tư tiêu hao,Hãng SX: Malaysia
HD02008,Giấy điện tim 6 cần,Tập,Vật tư tiêu hao,
VT0109,Giấy điện tim 6 cần 110 x 140mm,Tap,Vật tư tiêu hao,Hãng SX: Nihokonden/Malaysia
VT115,Giấy điện tim 6 cần 110 x 140mm,Tap,Vật tư tiêu hao,Hãng SX: Nihokonden/Malaysia
NT240008,Giấy điện tim 6 cần tập 110mm x 140mm,Tap,Vật tư tiêu hao,Hãng SX: Telepaper/ Malaysia
